True,Predict
4.15796,5.113774270173539
4.77863,5.811095856836389
5.45675,6.530522431216407
6.20135,7.365646642305155
7.02601,8.247229098241172
7.91554,9.090994265253444
8.8855,10.191097141171726
9.92459,11.31769560749272
11.0554,12.553806242143763
12.252,13.806838735955054
13.5331,15.162217696702962
14.9146,16.490748894880358
16.4063,17.951326469381062
17.9675,19.510472464347885
19.6355,21.321651709943204
21.4212,23.044311230230267
23.4132,25.130260484500056
25.4677,26.92259199266029
27.7128,29.158248858573792
29.9499,31.078767082333748
32.4687,33.48500067423279
35.1328,35.90189150092709
38.1154,38.884259245976494
41.2553,41.77480128102502
45.1795,44.962876017309014
49.252,48.37693025238676
53.0974,51.21293586489779
54.8397,52.91149213064903
56.1421,53.99050961306193
56.3596,54.1670007143163
56.4516,54.16580577651725
56.8936,54.16232299125409
57.1944,54.02752291157043
57.8504,54.02073326691753
58.4858,54.187895808451366
59.109,54.21278956097662
59.5953,54.318701457360056
60.2529,54.51000734006518
60.98,54.71048654798208
61.7976,54.89194754134349
62.8382,55.00407858556403
41.3754,39.178541817567485
41.356,39.02510825745806
41.339,39.01129332890911
41.3038,38.94481210988572
41.2462,38.932980082672884
41.179,38.79800057391968
41.0994,38.70921188470997
40.9756,38.59961412827773
40.8714,38.48892170074731
40.7202,38.315695418800274
40.5615,38.18767927828847
40.3883,38.016323716606536
40.1488,37.85137225056852
39.9304,37.63108598377696
39.639,37.33243668366471
39.3499,37.066867037606386
39.0206,36.782611001908705
38.6774,36.48746727957508
38.2769,35.9998963521157
37.87,35.57636505517949
37.3663,35.084673028198615
36.8698,34.7245235317423
36.2702,34.10422319686736
35.6246,33.5536787688031
34.8938,32.99062513938954
34.107,32.083305406194974
33.2002,31.189768597489063
32.2235,30.44079187333177
31.1921,29.37028873777028
30.0902,28.411959012464685
28.9836,27.314419866096294
27.8306,26.220310661049684
26.7947,25.33261126778421
25.755,24.059529494955495
24.842,23.287117510556175
24.001,22.63735118971135
23.219,21.62719334686171
22.5842,21.088268078859283
22.0463,20.649471623289706
21.6078,20.168699604192184
21.2593,19.788729438040555
20.9437,19.561630934423466
20.7255,19.299290868271157
20.4971,19.11546898344288
20.3284,18.818000630152323
20.2019,18.68882870423197
20.0857,18.561435416165576
19.9219,18.431638363814084
19.8557,18.391012224603475
19.7562,18.27383552208314
19.6566,18.17423852072116
19.5129,18.07028343197706
19.4512,17.99417381912764
19.3081,17.902181829793076
19.2172,17.827126495745173
19.1562,17.71827339020582
19.0566,17.61864970824631
18.9492,17.536990159496938
18.8421,17.44146640728142
18.675,17.333467575171877
18.616,17.237488847339183
18.4938,17.150982126033174
18.3285,17.06778037027829
18.2561,16.88970092596883
18.0877,16.769197015604906
17.9813,16.62758903246346
17.8524,16.521586043545298
17.7126,16.331438018277762
17.5693,16.21958096407733
17.433,16.07655071726772
17.2828,15.893514255318403
17.1085,15.787309013368361
16.9655,15.579255957971311
16.8118,15.396885351798105
16.6485,15.217171130585495
16.4804,15.057118664920326
16.322,14.859952394039654
16.1599,14.707725994437
15.9836,14.566903869076295
15.8269,14.381996062330066
15.6608,14.254994947519721
15.491,14.069902405475522
15.3202,13.870910362779918
15.1466,13.770665297380136
14.9637,13.59604036720149
14.7849,13.44354358259031
14.6158,13.221664259923662
14.4225,13.112567986475772
14.2575,12.912260079354779
14.05,12.848260040003375
14.7153,13.821552805856495
14.4694,13.682396952880044
14.2199,13.456299919508854
13.9551,13.16567763090074
13.656,12.901784372416694
13.3855,12.67840389222141
13.1783,12.415460974021
12.9094,12.18036323695297
12.5791,11.79012393946426
12.4043,11.598696619393204
12.0123,11.378586489833308
11.8307,11.050271024838864
11.5631,10.887334971326565
11.371,10.698760613286774
11.1629,10.384788969293844
10.7948,10.135418894451604
10.546,9.840973191018374
10.2413,9.50995328444778
9.9384,9.276738088602103
9.65893,8.994680588142707
9.38663,8.709321646014168
9.10327,8.467566897418186
8.80308,8.1319455880924
8.51364,7.827485310917563
8.2331,7.550157603952045
7.94165,7.38485529379257
7.62944,7.019487032154801
7.32586,6.743659853674069
7.0333,6.418248170164479
6.73458,6.171771075174892
6.42196,5.898765872989992
6.1162,5.597864805825271
5.8199,5.3504406489581955
5.51078,5.085140908649419
5.21315,4.740724603808567
4.90454,4.470008244661665
4.60605,4.226747747916269
4.30338,3.9360280899346893
4.00681,3.6470715743571667
3.71197,3.3936483749574906
3.42305,3.1524376175166675
3.14189,2.9178963046695907
2.87176,2.6707910792469467
2.60887,2.4685515779486646
2.35444,2.2488066594636886
2.10927,2.04112532875165
1.87983,1.864101152702216
1.66339,1.6852208066852958
1.46648,1.5569774196337596
1.29245,1.4329909556238596
1.14779,1.3552112595643404
1.02395,1.2877102859107188
0.936786,1.2407347516299008
0.88203,1.2503294471876776
0.863788,1.3090361407631554
0.891618,1.383757495993704
0.96939,1.5475581860667136
1.10086,1.7390076320597425
1.29536,2.002402123436123
1.55774,2.3375500156640423
1.90046,2.7508981255949148
2.31563,3.2071441214799647
2.83328,4.005548471902291
3.4654,4.575580417967727
4.21199,5.290376147441313
5.07897,6.3597746741649255
6.16093,7.307095917535006
7.38589,8.530351819699204
8.81495,10.312014909530426
10.4966,11.794305015413066
12.4579,13.579747109936118
14.7111,16.164131027859327
17.5051,18.994933814474408
20.8125,21.45996674657684
24.7645,25.935706885142665
29.3202,30.07034170664938
33.9004,34.572654079928036
37.0928,37.783761353099585
39.3925,39.805786857878076
41.477,41.45513227097286
43.1166,42.29491347278556
44.8053,43.88079036631277
45.9041,45.050006071351525
47.4763,46.30214916823438
49.2517,48.20646801610851
51.0424,50.04049267948549
52.9128,51.76096532424576
54.8604,53.40180201676999
56.9767,54.97004586723902
59.1053,57.46378740416985
61.9652,59.17242996790231
39.0103,37.89371235541649
38.9718,37.835971215745964
38.9241,37.77912840748651
38.8748,37.661519777632115
38.8006,37.61008866305734
38.7102,37.504203262123816
38.599,37.40319803354701
38.491,37.29909382238435
38.3447,37.15685972035746
38.1659,37.004173698520226
37.9884,36.73422207286848
37.7826,36.46199347931222
37.5427,36.29230460061836
37.2804,36.05877382476725
36.9885,35.65001744815712
36.6751,35.36658949911171
36.3432,35.073405810026955
35.9471,34.66339885710115
35.5097,34.19360607757951
35.0445,33.710837091440006
34.5435,33.24825867645367
33.9861,32.74309483217088
33.3425,31.997084261732713
32.6702,31.215503707575873
31.8763,30.4547867431259
31.0453,29.57125828616128
30.0492,28.669216045929534
29.0395,27.799052003052424
27.8851,26.62632266589248
26.6927,25.27114096357985
25.4596,23.996409550161925
24.2301,22.83141033535019
23.0045,21.53263329302273
21.8538,20.430929612919467
20.7786,19.41179404389934
19.7666,18.327633608736274
18.9156,17.49726938298691
18.1565,16.69872816337655
17.5013,16.156064459813354
16.9159,15.560797296016995
16.4781,15.160819451971124
16.118,14.784194690494381
15.7971,14.344404830920077
15.5424,14.164296895579518
15.3102,13.934551290567516
15.1189,13.739295006713379
14.9406,13.615133506064819
14.7821,13.465464949318495
14.6259,13.320256903585818
14.481,13.143762997326554
14.3049,13.04563446397148
14.1972,12.846639988113933
14.0538,12.728313048777824
13.9067,12.520233993480115
13.7731,12.382743545849692
13.6273,12.311686732025548
13.469,12.141821363192644
13.3292,11.97404720147981
13.1342,11.803560835370508
13.0196,11.667128959020934
12.8631,11.545900845734366
12.6948,11.358843487067363
12.5294,11.222384691156762
12.3278,10.981931961169694
12.1831,10.84238979122471
12.0071,10.636491357548769
11.8128,10.468515691756279
11.635,10.24592745715576
11.4422,10.060264985761593
11.2481,9.886421906869936
11.0483,9.752846008259835
10.841,9.425387589093267
10.6339,9.26437329419519
10.4365,9.049112603585806
10.2176,8.843401357645202
9.99888,8.64280610974369
9.77646,8.461744354911087
9.58311,8.180140098416652
9.36952,8.018164738303984
9.14976,7.7804199432095285
8.94832,7.6067279464119055
8.73639,7.393593490550554
8.52199,7.201663729891214
8.31744,6.986032252477235
8.09216,6.770730610324988
7.8809,6.567303832874579
7.66042,6.3811929105849
7.43961,6.169761982307705
7.22943,5.985489036346702
7.00764,5.741355106184662
7.33339,6.038649873993433
7.08074,5.773357990087357
6.78684,5.510304459934014
6.49903,5.243058411095523
6.28398,4.9685685398662125
5.98103,4.730418699602025
5.75251,4.533912863365193
5.47853,4.260718113789856
5.18202,4.007959956693541
4.91288,3.7259505541467646
4.65084,3.5280239912721703
4.35488,3.28872058997813
4.14284,3.112912411339741
3.90494,2.866076257798471
3.62182,2.6643297951980696
3.40965,2.4483265170313286
3.17709,2.2235342907265077
2.94334,2.03220681579043
2.71409,1.8557041282176012
2.48932,1.6480599320536424
2.26711,1.4785441213352977
2.05915,1.3232895191893617
1.86294,1.1464656034171063
1.67144,1.0089722945895796
1.48458,0.8768660948143682
1.30946,0.74661945441228
1.14486,0.6397289347652593
0.994014,0.5383187152742582
0.858476,0.46863003719983726
0.736949,0.40947048536045505
0.633776,0.38245400704994637
0.550008,0.3553419837678944
0.486359,0.3597385854081342
0.442402,0.3914510594557295
0.421576,0.4392686396847643
0.428877,0.5141657045094522
0.462359,0.6253420159123325
0.524688,0.7720000162306634
0.622386,0.9408009620477364
0.754118,1.1602562013955129
0.923756,1.3902049979566018
1.12913,1.6831626049925388
1.37617,2.000763238674222
1.66884,2.3796828094521665
2.01628,2.7988419573236367
2.41217,3.2881251338329416
2.869,3.8027082732811732
3.383,4.358777761255345
3.9511,5.029832503397929
4.58712,5.739140609998648
5.28058,6.459793189161563
6.0382,7.286535957432279
6.86382,8.14700354593896
7.7589,9.039565941251098
8.72952,10.031065243350634
9.77667,11.169210395879139
10.8867,12.365815129374425
12.0823,13.573286565393103
13.3573,14.905008351172079
14.6725,16.263943738250365
15.9838,17.64221383436381
17.4957,19.227107891707266
19.0922,20.65863391883046
20.6238,22.067916312903684
22.1829,23.897635199049756
23.838,25.42142141631837
25.6694,27.786551277337995
27.3787,29.481532868944257
29.1955,30.99917705280784
31.0187,33.4188527449585
32.9418,35.5428639611876
34.8521,37.58510767613687
36.936,40.112434598554074
39.1838,43.0377621653447
41.6437,45.93751361043589
44.4902,48.64003948999601
46.678,51.05111216453331
47.8048,52.28199298976979
47.7043,52.59192587887991
47.0578,52.315864864017584
46.3848,51.85429460159467
45.5951,51.17268445918333
44.7313,50.72199542343139
44.158,49.9795548117712
43.2889,49.649096565969266
42.3232,49.237652039274074
41.4544,48.62537644967249
40.3751,48.005680439000535
39.1042,47.28773638058459
37.8605,46.4986681718005
36.6303,45.78624162232758
34.7995,34.34003067946991
34.7379,34.359222012040966
34.6671,34.317080903001724
34.5807,34.228709438454345
34.4668,34.12122134375418
34.3387,34.00910835037082
34.1798,33.86174290988336
34.012,33.67496042344732
33.8252,33.54515217191529
33.5823,33.28130082704328
33.3537,33.03265977056023
33.0383,32.8444459928441
32.7319,32.466852608562455
32.3801,32.14781315126977
31.9928,31.822853421971136
31.5683,31.361848179225184
31.0957,30.93688103191576
30.5966,30.421253940687297
30.0018,29.9444553733066
29.4151,29.425847911519213
28.7169,28.783817615368765
27.9784,27.97639742424807
27.1386,27.247867488377075
26.245,26.38674472302903
25.2127,25.363581672341514
24.0917,24.402693620850094
22.8236,23.12291880562244
21.4783,21.765379814479125
19.9986,20.63193067954012
18.4838,18.9129271668541
16.8987,17.37124201219296
15.3537,16.139210020549893
13.8307,14.660364213864908
12.4205,13.136958862459615
11.1058,11.754118148719312
9.91429,10.802126885879254
8.87266,9.339986200601123
7.99216,8.748718077675619
7.22175,7.923594939625511
6.59399,7.2786027877590005
6.06462,6.7057081890549
5.63446,6.224501089773927
5.27259,5.936316818506789
4.98767,5.535292620739813
4.72188,5.3791855220908
4.50954,5.159698957880071
4.30643,4.88869382108014
4.11968,4.717231775843407
3.9514,4.599795683429367
3.79838,4.455949982723036
3.63759,4.294513030793779
3.48894,4.114545144028506
3.34089,3.969171711679351
3.2143,3.898496800528969
3.05816,3.744802546700659
2.92279,3.605458217652148
2.78189,3.4760457490095455
2.64977,3.410209802390796
2.5317,3.251305302992888
2.39589,3.124902239415616
2.2669,3.001180564072984
2.13774,2.889321232122736
2.02089,2.8120046449433236
1.89505,2.6880352749339416
1.78552,2.5618261018112802
1.67543,2.450576353242126
1.55524,2.3762547695821463
1.45478,2.2630702602111934
1.36599,2.1658009013280752
1.27371,2.0560248967587955
1.17226,1.918623517664639
1.09484,1.8196892491075196
1.0154,1.7685793822858136
0.940581,1.706675994953037
0.882668,1.652370558383653
0.824672,1.6267358659369326
0.783842,1.6013480835835363
0.760233,1.5583942930359849
0.71876,1.5264888126261362
0.701816,1.5009566270674422
0.69914,1.5031644325480553
0.709504,1.5031644325480553
0.72445,1.5084605635953394
0.744614,1.5390451793581896
0.770153,1.5592430828772657
0.837153,1.6140446556198567
0.899417,1.6263658260326581
0.966753,1.7053740442062906
1.06004,1.7465374177077164
1.1604,1.8618127980624488
1.23242,1.9437265544952629
1.37201,2.1233541509480656
1.52374,2.2463708695510936
1.68805,2.405997129663076
1.87583,2.543282571687286
2.0942,2.746858341027178
2.31844,2.9143786152560756
2.53278,3.1240806862443753
2.80987,3.409198346535707
3.08793,3.658105130577656
3.38752,3.95200691305751
3.67356,4.169349855649221
4.03232,4.50870045341509
4.39139,4.837158202388675
4.83871,5.252255812163056
5.23556,5.568145428985319
5.66441,5.996454983682228
6.1244,6.476475078627414
6.60619,6.970909417149529
7.12639,7.43756580537774
7.65108,7.879030884125415
8.22155,8.428355123740705
8.80758,9.010684976180354
9.40765,9.554919849978237
10.0353,10.19188269432009
10.7099,10.796985847879636
11.395,11.512210648559666
12.1167,12.182877401247843
12.8627,12.898001470469971
13.6327,13.667964978831705
14.4335,14.38216692782474
15.2222,15.234001170590162
16.0758,15.917298908677441
16.9128,16.756333360949508
17.7926,17.642116948375715
18.734,18.460679063706905
19.6329,19.41936833984342
20.5778,20.304439213175982
21.5444,21.158058804196386
22.5172,22.010857484810273
23.5132,23.14787626922124
24.4985,24.147617041605603
25.5045,25.09193891297527
26.5363,26.203696005133878
27.5538,27.075550249653197
28.6088,27.990489786487277
29.6603,29.152504233153948
30.674,30.252903329850998
31.744,31.123756464309196
32.7666,32.13310227763796
33.7537,33.032081608000155
34.7893,34.103433047661184
35.7644,34.9577347679135
36.7162,35.80439482174204
37.6555,36.77024227551763
38.5481,37.62451042178862
39.4297,38.401001844566565
40.2359,39.24416594622372
41.0918,40.00608832358761
41.7786,40.404360917828356
42.4638,41.34737749217625
43.0951,41.81128710262547
43.666,42.28474743276334
44.1228,42.710838827269235
44.5274,43.22479214436769
44.8733,43.495230635783685
45.148,43.820093403416095
45.2866,43.91971080168303
45.2803,43.932097957572196
45.2489,43.88616722223476
45.0511,43.88687096465597
44.7053,43.79980246552416
44.3485,43.669988020513884
43.7519,43.30649438174126
42.815,42.745134202793515
41.2753,41.77050057978203
37.8204,39.34995014616938
33.7707,36.0686825745804
29.0938,33.157758540447304
24.4685,29.083602948555864
19.8551,25.0371085074904
15.7866,21.974008245994337
12.2965,19.83228100583079
9.41216,16.83921198113726
7.19161,14.803383436829693
5.7141,12.318270863574377
4.97779,11.23232893378303
4.94487,10.589035393592217
5.53349,10.258750361994958
6.63083,10.325357653739875
8.15753,11.032199302062406
34.2415,34.467251177143694
34.1757,34.31149532295399
34.1031,34.27692225841521
34.0174,34.16479241514212
33.9077,34.061005768542785
33.782,33.957294116448175
33.6364,33.8438034623643
33.4863,33.70391220811011
33.2836,33.528903528485024
33.063,33.31712110021768
32.8327,33.13302442678821
32.5581,32.902881181312836
32.2534,32.6083782795549
31.899,32.26424682628428
31.5533,31.911692323276906
31.1222,31.625303819135198
30.7002,31.12206057363908
30.2106,30.621262506438782
29.6796,30.12217415509331
29.0771,29.552056674277086
28.4553,29.020239736663044
27.7283,28.28379166580643
26.9535,27.47701692832407
26.0968,26.79332854614638
25.1263,25.793397826091933
24.0434,24.74460753768824
22.8327,23.672632137872544
21.5522,22.588582452335295
20.0869,21.06280275595188
18.6009,19.70891534095149
17.0187,18.264518598523075
15.465,16.731793285098192
13.9171,15.292702899039465
12.4465,13.861631265206404
11.0893,12.669945200816105
9.81472,11.474879981950926
8.71866,10.430418815061357
7.73933,9.468638207892466
6.9317,8.811211573363495
6.23068,7.987616046303368
5.66429,7.577057762315504
5.18181,7.238772177832755
4.79896,6.819527575329477
4.46187,6.591619541482186
4.18376,6.21960958033057
3.95258,6.008836476641347
3.74887,5.775435444856685
3.55476,5.570157447064649
3.38899,5.433686003193774
3.22068,5.266597726508734
3.07395,5.175170525203433
2.92774,4.976389252612032
2.78414,4.815218330491093
2.63443,4.659175405001049
2.4974,4.528191347418296
2.3696,4.318803398555456
2.24064,4.176000866381399
2.09763,4.0276906946943996
1.97966,3.909532902237097
1.84457,3.6883648917879723
1.71917,3.564439551133289
1.59985,3.441501701489973
1.48252,3.3162603653886458
1.36244,3.1326908775196722
1.25122,2.98399021339784
1.14068,2.8342934309031036
1.0307,2.6700971645377525
0.934038,2.5419217948727675
0.837412,2.372189347611877
0.737614,2.2448102243802226
0.659157,2.1323504590485487
0.58803,1.9627473221815208
0.514869,1.8469683861267967
0.438879,1.724089908775737
0.38833,1.5894729918825712
0.332395,1.449527266758099
0.294542,1.349556087835961
0.259968,1.2500504826105578
0.235341,1.1697341446609086
0.229324,1.0829712960802989
0.216177,0.9979700595771791
0.230565,0.9146190047760903
0.244678,0.8543397469389273
0.273937,0.8104575589989099
0.296662,0.7424618340877917
0.363951,0.6856069248843296
0.416568,0.6513826233241844
0.483929,0.6111350338430942
0.576531,0.5942605677812947
0.673429,0.5873783639121719
0.763074,0.5520776155036632
0.906878,0.553260336712507
1.06824,0.5866850124254119
1.24015,0.6263248846316137
1.43642,0.6888787970969819
1.65524,0.7699004097870765
1.87722,0.849520267806804
2.12768,0.9489179611286863
2.39374,1.0626030375068138
2.68039,1.1986318490736987
3.01829,1.3344438587099687
3.30961,1.5001765025081244
3.64122,1.6850503982496852
3.99575,1.9095531487073538
4.3977,2.1737640853044597
4.83943,2.380015319274805
5.27301,2.6991337984236186
5.75102,2.994209585411351
6.22481,3.311809178495216
6.72881,3.6510582489389516
7.28843,4.00302976716685
7.83161,4.369658372226733
8.40739,4.832630858057455
9.02893,5.267484458437801
9.63889,5.742757581439081
10.3038,6.204211367761087
10.9862,6.779820784707941
11.6898,7.2807829083406865
12.4163,7.858342660807888
13.1804,8.508604769533228
13.9816,9.097344033900313
14.7672,9.822883732337505
15.5858,10.491783786270446
16.4434,11.25689235627714
17.284,11.959912515309426
18.1785,12.809113638114233
19.1018,13.612252960895482
20.0372,14.466118160437654
20.9777,15.335113920602867
21.9514,16.233881062327722
22.9254,17.100261069932884
23.9262,17.976213556612066
24.9189,19.088720163624927
25.9103,20.010831869616666
26.9541,21.00547760864137
28.0038,21.932495865445677
29.073,23.158975917382786
30.1276,24.17004900674976
31.1841,25.295055504913375
32.257,26.43486189666378
33.2886,27.57159398798834
34.3603,28.595903830183648
35.3953,29.67348476531374
36.4258,30.795780739908377
37.4431,31.944262811856003
38.4786,33.1187547984168
39.5051,34.33987541530143
40.463,35.37856337735887
41.4947,36.580901256610794
42.2896,37.61788454427812
43.3169,38.5077293219469
44.234,39.41756767383247
45.0922,41.15379307381479
45.9239,41.9938369723061
46.7335,42.9108227085155
47.5198,44.02570021117548
48.3125,44.93577940260116
48.9622,46.15752615713537
49.6652,47.02336759139465
50.2322,48.395647183229066
50.8269,49.35830231762982
51.3927,50.20705980433371
51.9353,51.7232560788134
52.5537,52.62554498191728
53.1156,53.75388529277933
53.2292,54.66126238926685
52.1531,54.15726732678373
49.471,53.21081016642869
45.1012,51.17324930697189
40.247,48.978676667974305
35.318,46.245138886533
30.4659,43.4787555304383
25.4729,40.32549747918496
20.3747,37.47675383676185
15.2293,34.7108432975138
10.3346,31.178184113938418
6.04354,27.909595662471816
2.82538,24.3853212703048
0.969236,21.164087885093362
0.723554,18.157341768128752
2.28718,15.110340555972419
40.4501,39.77170886910031
40.4314,39.720495179071825
40.404,39.71548607907182
40.3614,39.658498130490536
40.3039,39.592661014877685
40.2251,39.45031019881645
40.1479,39.37358492681355
40.0164,39.264390223859
39.9265,39.203341146044124
39.7396,39.1323355979966
39.6099,39.00418183721592
39.3965,38.78226666477431
39.1858,38.55661356953064
38.9217,38.343427322885084
38.6426,38.03452138943445
38.3708,37.73548225349429
38.014,37.4305551926032
37.664,37.01880475031541
37.2742,36.721356778749374
36.8269,36.256036344661744
36.3314,35.67132598406541
35.8107,35.20916132478886
35.2056,34.709964011935256
34.56,34.056272404795614
33.8187,33.38095075800989
33.0125,32.612438050417474
32.1002,31.651733337762344
31.0999,30.695973568873956
30.0587,29.63164003936676
28.9264,28.73408017500766
27.7929,27.532614879986813
26.6393,26.47447430330666
25.5282,25.371362134580494
24.4776,24.15754477584853
23.5044,23.35771615184805
22.6736,22.59282064661603
21.8723,21.63126017998779
21.2184,21.02112129093596
20.6249,20.558792388010275
20.2021,20.119335537053406
19.8295,19.74871931990123
19.5058,19.487580748410448
19.2638,19.231933472765142
19.028,18.956093859616825
18.8266,18.774147176748357
18.7157,18.67463907040546
18.5729,18.51601203755847
18.4144,18.442465694335656
18.3268,18.363439013384603
18.2137,18.216969326791183
18.1054,18.107878473805357
17.955,17.955991651485586
17.8864,17.90189563093362
17.7338,17.80641730687656
17.6203,17.66744637259057
17.5615,17.585323915500545
17.4372,17.475199144187414
17.3227,17.36788372481454
17.1959,17.27181798505937
17.0289,17.146070876441698
16.9445,17.05678205439865
16.8234,16.92282788304715
16.6443,16.778314726332077
16.5535,16.648201325051385
16.3709,16.54732080691255
16.2665,16.394631620175506
16.0957,16.227357696318695
15.9553,16.137408640687138
15.7846,15.933383077096803
15.6193,15.830638843974143
15.4558,15.619155351252733
15.2844,15.458782424213407
15.0993,15.335844658945017
14.9329,15.12155645558206
14.749,14.985844337087656
14.5683,14.757396926607582
14.3898,14.647022381506256
14.2074,14.42346436908474
14.0254,14.292995030881576
13.839,14.09328035561061
13.6608,13.923995351821777
13.4811,13.788676630450114
13.2961,13.604552091896332
13.1048,13.436814969700885
12.9167,13.200835522821343
12.7245,13.057700912393459
12.535,12.88690392036262
12.3395,12.7110442112747
12.135,12.544465825142563
11.9268,12.417248002360719
12.628,13.289854017299586
12.3324,13.065074742504585
12.0877,12.827388777530164
11.83,12.540645969447471
11.5126,12.295018020543125
11.2298,12.049272362418977
10.9939,11.77102192655327
10.7896,11.501352085555537
10.3871,11.179606242982622
10.1667,10.978172150011705
9.88746,10.729452000874636
9.69523,10.436110731104081
9.36865,10.162550133250464
9.04258,9.970216144667921
8.76366,9.76432768819485
8.49455,9.373048704511097
8.21238,9.076003085512488
7.91784,8.788444694311385
7.61886,8.554423093026674
7.3486,8.270323483602366
7.05309,8.007130955627606
6.76075,7.726574645523438
6.46337,7.474080541256939
6.17677,7.18768947131859
5.89537,6.860290902157893
5.60392,6.578073971160763
5.30104,6.2675532984525715
5.00307,6.039203432769362
4.71902,5.7847508494666435
4.42548,5.5225037275401405
4.13496,5.229671462464384
3.84796,4.88525758188706
3.57412,4.648234049728362
3.294,4.352485425366626
3.02198,4.113508477587946
2.7513,3.855163478351876
2.48489,3.5897229390939045
2.23111,3.2985079511976023
1.98497,3.037269440298631
1.74983,2.838902455468559
1.52653,2.5740689796323477
1.31738,2.359127659794831
1.12533,2.176180831866115
0.947046,1.9600083585344075
0.789477,1.8413151862787196
0.650726,1.6445743817998306
0.537194,1.494261164908754
0.451655,1.3782876805148094
0.39479,1.3168756667941588
0.372746,1.2312592919823226
0.388092,1.2181761714024721
0.443486,1.2033668288997994
0.546012,1.2395760574457826
0.692905,1.3299103243447126
0.898973,1.4308884801829347
1.167,1.623618113744862
1.49847,1.8899493567334047
1.90272,2.198590690859647
2.38353,2.5476941406471516
2.95034,2.9187728287506944
3.62005,3.4731043385820843
4.3441,4.076520367971755
5.21836,4.754364950126996
6.22879,5.8142387187991185
7.36474,6.552885111544747
8.63303,7.403619943246704
10.1546,8.828670070733697
11.7938,10.39259867531793
13.6328,11.945284945337011
15.7113,13.654517073694246
18.0714,15.822173704046765
20.7321,18.4019180492366
23.7819,21.215285135545
